words,match_id,team_name,outcome,goals_scored,goals_conceded,season_half
Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Pass,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Block-Ball Recovery-Carry,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Pass-Ball Receipt-Carry,3946698,Las Palmas,Won,3,1,Second half
Foul Won-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Miscontrol,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Pass,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Carry-Pass,3946698,Las Palmas,Won,3,1,Second half
Ball Receipt-Pass-Ball Receipt-Carry,3946698,Las Palmas,Won,3,1,Second half
Pass,3946698,Las Palmas,Won,3,1,Second half
Pass,3946698,Las Palmas,Won,3,1,Second half
Foul Committed,3946698,Las Palmas,Won,3,1,Second half
Pass,3946698,Las Palmas,Won,3,1,Second half
Ball Receipt-Carry-Pass-Ball Receipt,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Duel,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt,3946698,Las Palmas,Won,3,1,Second half
Pass,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Pressure-Foul Committed,3946698,Las Palmas,Won,3,1,Second half
Pressure-Foul Committed,3946698,Las Palmas,Won,3,1,Second half
Pressure-Pressure,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Carry,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Duel,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Foul Committed,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Ball Recovery-Carry-Pass-Ball Receipt-Carry,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Carry,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Carry,3946698,Las Palmas,Won,3,1,Second half
Dispossessed,3946698,Las Palmas,Won,3,1,Second half
Ball Recovery-Carry,3946698,Las Palmas,Won,3,1,Second half
Dispossessed,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Ball Recovery-Carry,3946698,Las Palmas,Won,3,1,Second half
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Pass-Ball Receipt,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Clearance,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Pressure-Pressure,3946698,Las Palmas,Won,3,1,Second half
Ball Recovery-Carry-Pass-Ball Receipt,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Duel-Carry,3946698,Las Palmas,Won,3,1,Second half
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt,3946698,Las Palmas,Won,3,1,Second half
Ball Recovery,3946698,Las Palmas,Won,3,1,Second half
Dispossessed,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Ball Recovery-Carry,3946698,Las Palmas,Won,3,1,Second half
Foul Won-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Carry,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Carry-Pass-Pressure,3946698,Las Palmas,Won,3,1,Second half
Ball Receipt,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Miscontrol,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Duel,3946698,Las Palmas,Won,3,1,Second half
Pressure,3946698,Las Palmas,Won,3,1,Second half
Ball Recovery-Carry,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt,3946698,Las Palmas,Won,3,1,Second half
Interception-Pressure,3946698,Las Palmas,Won,3,1,Second half
Ball Recovery-Pass-Ball Receipt-Pass-Ball Receipt-Carry,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Carry,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt,3946698,Las Palmas,Won,3,1,Second half
Ball Recovery-Carry,3946698,Las Palmas,Won,3,1,Second half
Pass-Ball Receipt-Carry-Miscontrol,3946698,Las Palmas,Won,3,1,Second half
Pass,3946698,Las Palmas,Won,3,1,Second half
Ball Receipt-Carry,3946698,Las Palmas,Won,3,1,Second half
